;Malade;Etablissement;Distance
551;Ussel;BORT LES ORGUES;21.721029425632317
557;Bort-les-Orgues;BORT LES ORGUES;0.0
558;Égletons;BORT LES ORGUES;35.47078848989036
4600;Le Teil;DIEULEFIT;30.52225552815947
4601;Le Pouzin;DIEULEFIT;36.0098563054579
4602;Chomérac;DIEULEFIT;38.06069084723104
4603;Bourg-Saint-Andéol;DIEULEFIT;37.4695658723847
4608;Guilherand-Granges;DIEULEFIT;48.01453567737733
4611;Charmes-sur-Rhône;DIEULEFIT;41.864011751861504
4613;Villeneuve-de-Berg;DIEULEFIT;45.14466216492048
4614;La Voulte-sur-Rhône;DIEULEFIT;38.1109974679777
4617;Cruas;DIEULEFIT;28.264435700623515
4618;Privas;DIEULEFIT;43.854329776248605
5156;Livron-sur-Drôme;DIEULEFIT;32.73481783107642
5159;Châteauneuf-du-Rhône;DIEULEFIT;27.782282897095865
5160;Montmeyran;DIEULEFIT;35.07380161917769
5162;Malissard;DIEULEFIT;42.76405987785216
5163;Donzère;DIEULEFIT;29.821756868332194
5164;Chabeuil;DIEULEFIT;42.05220592277983
5165;Étoile-sur-Rhône;DIEULEFIT;37.35889021172409
5167;Aouste-sur-Sye;DIEULEFIT;21.3374974549079
5168;Beaumont-lès-Valence;DIEULEFIT;38.93420102147893
5169;Loriol-sur-Drôme;DIEULEFIT;31.883159953389036
5170;Portes-lès-Valence;DIEULEFIT;41.85400568864389
5171;Montélier;DIEULEFIT;46.20251148115916
5178;Nyons;DIEULEFIT;19.339793781584927
5181;Montélimar;DIEULEFIT;25.33571384177146
5184;Saint-Paul-Trois-Châteaux;DIEULEFIT;30.570542942234937
5185;Bourg-lès-Valence;DIEULEFIT;49.5908555527142
5187;Pierrelatte;DIEULEFIT;33.45942430027409
5188;Dieulefit;DIEULEFIT;0.0
5190;Crest;DIEULEFIT;22.996912685474356
5417;Pont-Saint-Esprit;DIEULEFIT;44.91969070437805
7592;Beauvallon;DIEULEFIT;39.260031242671815
8290;Aubignan;DIEULEFIT;47.32395586413989
8293;Caromb;DIEULEFIT;45.994251645826616
8298;Sainte-Cécile-les-Vignes;DIEULEFIT;33.96740805319386
8299;Lapalud;DIEULEFIT;38.66443620088907
8300;Sérignan-du-Comtat;DIEULEFIT;41.1521914753899
8309;Bollène;DIEULEFIT;37.01320429063647
8313;Bédoin;DIEULEFIT;45.36041904705822
8315;Camaret-sur-Aigues;DIEULEFIT;42.72661159407398
8316;Mondragon;DIEULEFIT;42.327251691527486
8322;Sarrians;DIEULEFIT;49.56296056372265
8327;Valréas;DIEULEFIT;16.537914906470405
8329;Vaison-la-Romaine;DIEULEFIT;31.469431260189296
8331;Piolenc;DIEULEFIT;45.329652267612246
8333;Malaucène;DIEULEFIT;39.31442990175171
9612;Gisors;TAVERNY;42.87153473378995
9639;Gasny;TAVERNY;45.75655885230642
9644;Vexin-sur-Epte;TAVERNY;48.54247053525821
10303;Monts;TAVERNY;26.092457383830588
10328;Beaurepaire;TAVERNY;38.76172698828236
11445;Le Plessis-Belleville;TAVERNY;39.67500671840163
11446;Coye-la-Forêt;TAVERNY;21.930141667972546
11447;Auneuil;TAVERNY;41.69722914134019
11448;Chambly;TAVERNY;15.607747457544448
11450;Saint-Maximin;TAVERNY;27.151117445875023
11451;Fitz-James;TAVERNY;43.25466886454948
11452;Bresles;TAVERNY;42.588610276959386
11454;Nogent-sur-Oise;TAVERNY;32.78880779087351
11455;Chaumont-en-Vexin;TAVERNY;36.12524655044683
11459;Sérifontaine;TAVERNY;49.29369100596297
11460;Mouy;TAVERNY;33.34191128398424
11461;Gouvieux;TAVERNY;22.928564010619382
11462;Lamorlaye;TAVERNY;20.81724323634811
11463;Nanteuil-le-Haudouin;TAVERNY;44.49880464058307
11466;Chantilly;TAVERNY;25.47022422249037
11467;Beauvais;TAVERNY;46.02435058471477
11470;Creil;TAVERNY;31.757912922026904
11472;Clermont;TAVERNY;41.46822243809218
11475;Rantigny;TAVERNY;37.35036562483894
11476;Pontpoint;TAVERNY;43.81194924589793
11477;Neuilly-en-Thelle;TAVERNY;22.44161851286096
11478;Verberie;TAVERNY;48.36784625803677
11479;Méru;TAVERNY;24.17066231338898
11481;Montataire;TAVERNY;29.774478817695268
11482;Liancourt;TAVERNY;38.18034096650557
11483;Orry-la-Ville;TAVERNY;24.129155445680748
11484;Noailles;TAVERNY;33.43673033180192
11485;Hermes;TAVERNY;36.79513353903587
11486;Breuil-le-Vert;TAVERNY;40.43484740893256
11488;La Chapelle-en-Serval;TAVERNY;24.570720810543403
11490;Cires-lès-Mello;TAVERNY;28.882319081468733
11491;Cauffry;TAVERNY;36.21540613051698
11492;Saint-Leu-d'Esserent;TAVERNY;25.652218654811858
11494;Précy-sur-Oise;TAVERNY;22.760853477768
11495;Pont-Sainte-Maxence;TAVERNY;41.23720893083921
11496;Laigneville;TAVERNY;33.97419809259472
11499;Bury;TAVERNY;33.05889601021926
11500;Breuil-le-Sec;TAVERNY;42.21500398273817
11501;Agnetz;TAVERNY;41.317868828774
11502;Andeville;TAVERNY;26.22745478863045
11504;Villers-Saint-Paul;TAVERNY;35.048440938811154
11505;Verneuil-en-Halatte;TAVERNY;34.876315202266746
12319;Lognes;TAVERNY;36.48874883781157
12321;Chauconin-Neufmontiers;TAVERNY;45.216312819248
12324;Émerainville;TAVERNY;37.63548972512725
12333;Serris;TAVERNY;45.18872421015162
12334;Ozoir-la-Ferrière;TAVERNY;44.04261527224933
12335;Combs-la-Ville;TAVERNY;47.36362667104389
12336;Annet-sur-Marne;TAVERNY;37.83794818768722
12341;Coupvray;TAVERNY;44.76186424942685
12342;Grisy-Suisnes;TAVERNY;49.86737691896741
12343;Gretz-Armainvilliers;TAVERNY;49.11471012276267
12350;Lésigny;TAVERNY;42.4818331852556
12351;Thorigny-sur-Marne;TAVERNY;38.99666778730343
12354;Saint-Pathus;TAVERNY;41.92685973725615
12355;Moussy-le-Neuf;TAVERNY;27.87518901529945
12356;Noisiel;TAVERNY;35.259420856296394
12358;Esbly;TAVERNY;45.25098138491034
12360;Pomponne;TAVERNY;37.774744351750726
12362;Mitry-Mory;TAVERNY;29.192311255932943
12363;Roissy-en-Brie;TAVERNY;41.0143048617811
12365;Chessy;TAVERNY;42.82937555690679
12367;Lagny-sur-Marne;TAVERNY;38.92131466935756
12371;Meaux;TAVERNY;48.3072871332512
12374;Champs-sur-Marne;TAVERNY;33.78004890150879
12378;Saint-Soupplets;TAVERNY;42.50350638346771
12382;Brie-Comte-Robert;TAVERNY;47.16310752503441
12383;Bailly-Romainvilliers;TAVERNY;48.02282816222888
12384;Dammartin-en-Goële;TAVERNY;33.68106038878248
12385;Brou-sur-Chantereine;TAVERNY;33.491185950595934
12389;Bussy-Saint-Georges;TAVERNY;40.18522603081434
12392;Claye-Souilly;TAVERNY;35.08311594477801
12394;Collégien;TAVERNY;39.07945263696673
12397;Crégy-lès-Meaux;TAVERNY;47.78684289352052
12400;Ferrières-en-Brie;TAVERNY;41.90109696179155
12404;Montévrain;TAVERNY;41.90783046300798
12405;Villeparisis;TAVERNY;30.353218491142147
12406;Chanteloup-en-Brie;TAVERNY;42.21591905494257
12408;Magny-le-Hongre;TAVERNY;46.76742046013814
12410;Courtry;TAVERNY;30.281970865283427
12411;Dampmart;TAVERNY;40.55621991480096
12412;Chevry-Cossigny;TAVERNY;46.43033747750457
12413;Vaires-sur-Marne;TAVERNY;34.85504691383625
12414;Pontault-Combault;TAVERNY;37.6073894390476
12415;Saint-Germain-sur-Morin;TAVERNY;48.55192121306762
12417;Villenoy;TAVERNY;47.38348326270139
12420;Quincy-Voisins;TAVERNY;49.881263500145366
12421;Saint-Thibault-des-Vignes;TAVERNY;38.193824397613874
12423;Othis;TAVERNY;33.076548629019335
12426;Montry;TAVERNY;46.783458982440216
12428;Mareuil-lès-Meaux;TAVERNY;48.01025743287165
12432;Le Chesnay-Rocquencourt;TAVERNY;23.101533193660423
12433;Saint-Germain-en-Laye;TAVERNY;13.95566713409961
12434;L'Étang-la-Ville;TAVERNY;20.53241869520007
12436;Le Mesnil-le-Roi;TAVERNY;11.878455861758573
12437;Mareil-Marly;TAVERNY;19.303170523970504
12438;Mantes-la-Ville;TAVERNY;37.82954566453514
12439;Juziers;TAVERNY;27.80852102224811
12440;Louveciennes;TAVERNY;20.030579990629423
12441;Issou;TAVERNY;31.72876442429576
12442;Magnanville;TAVERNY;39.83871513800743
12443;Saint-Rémy-lès-Chevreuse;TAVERNY;37.4041584605835
12444;Neauphle-le-Château;TAVERNY;33.46245627929125
12445;Montesson;TAVERNY;14.2931980721877
12447;Noisy-le-Roi;TAVERNY;23.39263052503541
12449;Andrésy;TAVERNY;12.838311647730562
12450;Le Perray-en-Yvelines;TAVERNY;45.95173280155404
12451;Rosny-sur-Seine;TAVERNY;43.51485636606123
12452;Morainvilliers;TAVERNY;23.33418017151519
12453;Le Port-Marly;TAVERNY;18.216429994823457
12454;Mézières-sur-Seine;TAVERNY;32.02203362996414
12455;Poissy;TAVERNY;17.18768924785945
12456;Versailles;TAVERNY;25.79102832491331
12457;Magny-les-Hameaux;TAVERNY;35.15445837461669
12459;Beynes;TAVERNY;31.8386816881127
12460;Viroflay;TAVERNY;25.50827375442881
12462;Voisins-le-Bretonneux;TAVERNY;32.35045161430118
12463;Villiers-Saint-Frédéric;TAVERNY;33.43594435321189
12464;La Verrière;TAVERNY;35.950623290261
12465;Le Mesnil-Saint-Denis;TAVERNY;37.21739028121828
12467;Les Essarts-le-Roi;TAVERNY;41.94060033930742
12468;Saint-Cyr-l'École;TAVERNY;27.69269789249248
12470;Mantes-la-Jolie;TAVERNY;37.38898742373717
12471;Sartrouville;TAVERNY;10.643166192992094
12472;Conflans-Sainte-Honorine;TAVERNY;10.054592105984504
12473;Le Chesnay;TAVERNY;23.367805695671684
12474;Guyancourt;TAVERNY;30.544683825384407
12475;Élancourt;TAVERNY;35.0375306793409
12476;Chatou;TAVERNY;15.96824013664284
12477;Montigny-le-Bretonneux;TAVERNY;31.596438032292266
12478;Fontenay-le-Fleury;TAVERNY;27.28401921667707
12479;Triel-sur-Seine;TAVERNY;16.860885096897462
12480;Saint-Nom-la-Bretèche;TAVERNY;23.370348593115413
12481;Épône;TAVERNY;30.94717763310425
12482;Porcheville;TAVERNY;33.163618899787046
12484;Montfort-l'Amaury;TAVERNY;41.03027505567116
12485;Jouars-Pontchartrain;TAVERNY;34.28388458990956
12487;Vaux-sur-Seine;TAVERNY;19.085102343810306
12488;Maurecourt;TAVERNY;12.177206601659744
12489;Buchelay;TAVERNY;40.59592262389389
12490;Feucherolles;TAVERNY;25.08839843596936
12491;Houilles;TAVERNY;11.830536677178364
12492;Ecquevilly;TAVERNY;23.50130890407664
12493;Le Pecq;TAVERNY;16.8319802720875
12494;Meulan-en-Yvelines;TAVERNY;22.98244948254576
12495;Chambourcy;TAVERNY;18.979542871758856
12496;Les Mureaux;TAVERNY;23.17058941713441
12498;Trappes;TAVERNY;32.33399664398695
12499;La Celle-Saint-Cloud;TAVERNY;20.871202654276136
12500;Plaisir;TAVERNY;30.778483370282167
12501;Jouy-en-Josas;TAVERNY;29.40401022352077
12502;Vélizy-Villacoublay;TAVERNY;27.423310428318423
12504;Bougival;TAVERNY;19.10113372242108
12505;Chevreuse;TAVERNY;37.8653258683249
12506;Chanteloup-les-Vignes;TAVERNY;15.080090524623444
12507;Bonnières-sur-Seine;TAVERNY;46.85744497881439
12508;Carrières-sous-Poissy;TAVERNY;16.60327192244177
12509;Carrières-sur-Seine;TAVERNY;13.017307677608516
12510;Croissy-sur-Seine;TAVERNY;17.681320219028517
12511;Villepreux;TAVERNY;26.772228270661024
12512;Villennes-sur-Seine;TAVERNY;18.99196992048913
12513;Les Clayes-sous-Bois;TAVERNY;28.60807889427692
12514;Coignières;TAVERNY;37.81118250283186
12515;Limay;TAVERNY;35.80837313254092
12516;Fourqueux;TAVERNY;19.79429054579224
12518;Gargenville;TAVERNY;30.397165163517048
12519;Le Vésinet;TAVERNY;16.078892460563875
12520;Verneuil-sur-Seine;TAVERNY;18.83251233518241
12521;Marly-le-Roi;TAVERNY;19.903823354111093
12523;Aubergenville;TAVERNY;27.881997966506034
12955;Palaiseau;TAVERNY;34.74418119191812
12957;Corbeil-Essonnes;TAVERNY;49.64609557016082
12958;Gif-sur-Yvette;TAVERNY;36.68753657381425
12959;Brunoy;TAVERNY;41.92808529179714
12960;Les Ulis;TAVERNY;38.547049924015134
12961;Longjumeau;TAVERNY;37.31189916324787
12962;Sainte-Geneviève-des-Bois;TAVERNY;43.54918553601226
12964;Draveil;TAVERNY;40.30308023013761
12965;Montgeron;TAVERNY;39.85147257270077
12966;Savigny-sur-Orge;TAVERNY;39.623606581742266
12967;Athis-Mons;TAVERNY;37.44917454526844
12968;Forges-les-Bains;TAVERNY;45.125781577977264
12969;Chilly-Mazarin;TAVERNY;36.60583954324876
12971;Longpont-sur-Orge;TAVERNY;42.98838231126408
12972;Briis-sous-Forges;TAVERNY;45.27466825521734
12974;Ballainvilliers;TAVERNY;39.41494937084488
12975;Saulx-les-Chartreux;TAVERNY;37.341896809343815
12977;Montlhéry;TAVERNY;43.16197274462837
12979;Viry-Châtillon;TAVERNY;41.07860465821162
12981;Saclay;TAVERNY;33.1316961333948
12982;Wissous;TAVERNY;33.656869294826976
12984;Villiers-sur-Orge;TAVERNY;41.32104291850279
12985;Linas;TAVERNY;44.16123182457511
12986;Le Plessis-Pâté;TAVERNY;46.74640297368695
12987;Saint-Germain-lès-Arpajon;TAVERNY;48.06737042418845
12988;Ris-Orangis;TAVERNY;43.752075390730354
12990;Saint-Michel-sur-Orge;TAVERNY;44.44844993312113
12991;Saint-Germain-lès-Corbeil;TAVERNY;48.65780156850965
12992;Crosne;TAVERNY;38.33456977324737
12995;Yerres;TAVERNY;39.50533966036178
12996;Orsay;TAVERNY;36.50108479538974
12997;Marcoussis;TAVERNY;42.68838689242094
12998;Bures-sur-Yvette;TAVERNY;36.888398652052935
13002;Évry-Courcouronnes;TAVERNY;46.818689606753416
13004;Champlan;TAVERNY;35.70483210807849
13006;Égly;TAVERNY;49.9472059371978
13008;Épinay-sous-Sénart;TAVERNY;43.3421100002343
13011;La Norville;TAVERNY;49.09388820315375
13015;Villemoisson-sur-Orge;TAVERNY;41.4009053499524
13017;Soisy-sur-Seine;TAVERNY;44.98200819542652
13022;Épinay-sur-Orge;TAVERNY;40.05294254031439
13023;Leuville-sur-Orge;TAVERNY;45.81751251869402
13024;Boussy-Saint-Antoine;TAVERNY;43.74914017728508
13025;Gometz-le-Châtel;TAVERNY;39.2072609908688
13026;Bondoufle;TAVERNY;47.32672051297373
13027;Verrières-le-Buisson;TAVERNY;31.263479664253698
13028;Paray-Vieille-Poste;TAVERNY;36.38947693000226
13029;Quincy-sous-Sénart;TAVERNY;45.81378326596231
13030;Limours;TAVERNY;43.72223611165388
13031;Juvisy-sur-Orge;TAVERNY;38.96560029878077
13034;Villebon-sur-Yvette;TAVERNY;36.31577610276356
13035;Fleury-Mérogis;TAVERNY;45.23544044109055
13036;La Ville-du-Bois;TAVERNY;40.77817558094072
13037;Brétigny-sur-Orge;TAVERNY;46.73059274296629
13038;Vigneux-sur-Seine;TAVERNY;38.99673966722268
13041;Morsang-sur-Orge;TAVERNY;41.39764348986037
13042;Tigery;TAVERNY;47.75418757827494
13043;Étiolles;TAVERNY;47.03310266227572
13044;Bruyères-le-Châtel;TAVERNY;48.353833391723136
13045;Courcouronnes;TAVERNY;46.99559350947738
13047;Neuilly-sur-Seine;TAVERNY;16.133751044800217
13048;Issy-les-Moulineaux;TAVERNY;22.705303984704813
13049;Levallois-Perret;TAVERNY;15.591406306024828
13050;Nanterre;TAVERNY;14.965879583259465
13051;Boulogne-Billancourt;TAVERNY;21.26482933840297
13052;Colombes;TAVERNY;11.759849428572243
13053;Saint-Cloud;TAVERNY;20.33398854812691
13054;Courbevoie;TAVERNY;14.78853026256031
13055;Asnières-sur-Seine;TAVERNY;13.756858631718996
13056;Rueil-Malmaison;TAVERNY;16.84497516601643
13057;Suresnes;TAVERNY;17.311878905018617
13058;Clamart;TAVERNY;25.31994865098748
13059;Châtenay-Malabry;TAVERNY;29.12951814565241
13060;Clichy;TAVERNY;15.030800107771666
13061;Antony;TAVERNY;30.818631630830644
13062;Sèvres;TAVERNY;22.458321006254938
13063;Bois-Colombes;TAVERNY;12.835518001301578
13065;Gennevilliers;TAVERNY;12.370623954315036
13066;Villeneuve-la-Garenne;TAVERNY;12.91726891505373
13067;Vanves;TAVERNY;23.33771891661328
13068;Meudon;TAVERNY;23.812211046475912
13069;Puteaux;TAVERNY;15.868370670381344
13070;La Garenne-Colombes;TAVERNY;13.411136640537553
13071;Montrouge;TAVERNY;24.13919230241009
13072;Garches;TAVERNY;20.520766912689272
13073;Bourg-la-Reine;TAVERNY;28.294279423532885
13074;Malakoff;TAVERNY;23.55181592406845
13075;Le Plessis-Robinson;TAVERNY;27.44097434261607
13076;Fontenay-aux-Roses;TAVERNY;26.59317008417333
13078;Ville-d'Avray;TAVERNY;22.228978198029715
13079;Chaville;TAVERNY;24.36481710027712
13080;Vaucresson;TAVERNY;21.378191452608057
13081;Bobigny;TAVERNY;20.99113514086319
13082;Saint-Denis;TAVERNY;14.08392282766916
13083;Le Pré-Saint-Gervais;TAVERNY;20.69901171156396
13084;Gagny;TAVERNY;27.70920304045796
13085;Livry-Gargan;TAVERNY;25.450357613473816
13086;Aulnay-sous-Bois;TAVERNY;22.62818205983432
13088;Drancy;TAVERNY;19.88277652433046
13089;Aubervilliers;TAVERNY;17.006551686629546
13090;Clichy-sous-Bois;TAVERNY;26.829437996239
13091;Épinay-sur-Seine;TAVERNY;10.57974447274193
13092;Noisy-le-Grand;TAVERNY;31.210323570303363
13093;Le Blanc-Mesnil;TAVERNY;20.042232011692608
13094;Saint-Ouen-sur-Seine;TAVERNY;15.11615800767041
13095;Bagnolet;TAVERNY;22.543263177998437
13096;Pantin;TAVERNY;19.468644430454543
13097;Neuilly-sur-Marne;TAVERNY;29.246138905876357
13098;Montfermeil;TAVERNY;28.736610847937516
13099;Bondy;TAVERNY;23.391931715499155
13101;Tremblay-en-France;TAVERNY;25.00783968714742
13102;Villemomble;TAVERNY;26.254164912448942
13103;La Courneuve;TAVERNY;16.44073031887156
13104;Gournay-sur-Marne;TAVERNY;31.79132919542073
13105;Pierrefitte-sur-Seine;TAVERNY;12.171183564869848
13106;Les Lilas;TAVERNY;21.55057082755514
13107;Stains;TAVERNY;13.972793592819093
13108;Le Raincy;TAVERNY;25.631409909632428
13109;Le Bourget;TAVERNY;17.928886532197694
13110;Coubron;TAVERNY;28.701104704479903
13111;Villetaneuse;TAVERNY;11.409131235480393
13112;Rosny-sous-Bois;TAVERNY;25.855258955189797
13113;Vaujours;TAVERNY;27.40925499270613
13114;Noisy-le-Sec;TAVERNY;22.556795634615387
13115;Romainville;TAVERNY;22.07261687383372
13116;Sevran;TAVERNY;24.444736822792848
13117;Les Pavillons-sous-Bois;TAVERNY;24.30611078555325
13118;Neuilly-Plaisance;TAVERNY;27.66356581397818
13119;L'Île-Saint-Denis;TAVERNY;13.204493978141134
13120;Dugny;TAVERNY;16.130107411003536
13121;Saint-Mandé;TAVERNY;24.764985959845585
13122;Créteil;TAVERNY;32.41758953748172
13123;Vitry-sur-Seine;TAVERNY;29.278201796605305
13124;Villejuif;TAVERNY;28.003447420694368
13125;L'Haÿ-les-Roses;TAVERNY;28.754374296441853
13126;Le Kremlin-Bicêtre;TAVERNY;25.717563710261203
13127;Champigny-sur-Marne;TAVERNY;31.63007931698105
13128;Saint-Maur-des-Fossés;TAVERNY;31.34377845040144
13129;Vincennes;TAVERNY;25.41843928067156
13130;Ivry-sur-Seine;TAVERNY;26.67028129909071
13131;Fontenay-sous-Bois;TAVERNY;26.961295731593147
13132;Maisons-Alfort;TAVERNY;29.29078396736161
13133;Cachan;TAVERNY;27.038402895246865
13134;Nogent-sur-Marne;TAVERNY;28.63418013515531
13135;Charenton-le-Pont;TAVERNY;26.94790255810171
13136;Choisy-le-Roi;TAVERNY;32.30377452438115
13137;Alfortville;TAVERNY;28.49204847427749
13138;Orly;TAVERNY;34.12167415067267
13139;Santeny;TAVERNY;41.563331127839
13140;Valenton;TAVERNY;36.19293669290813
13141;Ormesson-sur-Marne;TAVERNY;35.800963020993464
13142;Villeneuve-Saint-Georges;TAVERNY;36.78125824199757
13143;La Queue-en-Brie;TAVERNY;36.73984449134029
13144;Villiers-sur-Marne;TAVERNY;32.14669793799266
13145;Chevilly-Larue;TAVERNY;29.773928541020368
13146;Le Plessis-Trévise;TAVERNY;35.18162696993089
13149;Thiais;TAVERNY;31.62530266160072
13150;Sucy-en-Brie;TAVERNY;35.824468782162384
13151;Bry-sur-Marne;TAVERNY;30.323747839183333
13152;Arcueil;TAVERNY;25.83183914125219
13153;Rungis;TAVERNY;32.229176151071194
13154;Limeil-Brévannes;TAVERNY;36.15325925103191
13155;Joinville-le-Pont;TAVERNY;29.190315637011665
13156;Gentilly;TAVERNY;25.19648934963089
13157;Villeneuve-le-Roi;TAVERNY;35.10663561636252
13158;Bonneuil-sur-Marne;TAVERNY;34.078864907068166
13159;Boissy-Saint-Léger;TAVERNY;37.5044031212505
13160;Villecresnes;TAVERNY;40.828692528337726
13161;Mandres-les-Roses;TAVERNY;43.05587602910819
13163;Le Perreux-sur-Marne;TAVERNY;29.30193495311709
13164;Ablon-sur-Seine;TAVERNY;36.55282561341112
13165;Chennevières-sur-Marne;TAVERNY;34.02565297215598
13166;Noiseau;TAVERNY;36.68169290715208
13167;Jouy-le-Moutier;TAVERNY;14.06788979089813
13168;Groslay;TAVERNY;9.966130226524834
13169;Montigny-lès-Cormeilles;TAVERNY;3.853386269698511
13171;Le Thillay;TAVERNY;18.078414496010083
13172;Survilliers;TAVERNY;24.79166791087836
13173;Viarmes;TAVERNY;15.321459442337792
13174;Roissy-en-France;TAVERNY;21.611559442611647
13175;Bernes-sur-Oise;TAVERNY;16.020230870497446
13176;Soisy-sous-Montmorency;TAVERNY;7.0894808334556805
13177;Cormeilles-en-Parisis;TAVERNY;5.886826242345953
13178;Louvres;TAVERNY;20.961084389011127
13179;Méry-sur-Oise;TAVERNY;5.024696587671179
13180;L'Isle-Adam;TAVERNY;9.562727578129424
13181;Persan;TAVERNY;14.38594611755948
13182;Champagne-sur-Oise;TAVERNY;11.950565734622096
13183;Saint-Ouen-l'Aumône;TAVERNY;8.801673134762607
13185;Asnières-sur-Oise;TAVERNY;15.261928279799056
13186;Bouffémont;TAVERNY;5.8103678598931605
13187;Domont;TAVERNY;7.608573028600123
13188;Bruyères-sur-Oise;TAVERNY;16.480015182991355
13189;Marly-la-Ville;TAVERNY;21.32241319072449
13190;Bessancourt;TAVERNY;1.3893388375041162
13191;Vauréal;TAVERNY;14.799742257562784
13192;Parmain;TAVERNY;9.799602329581916
13193;Pierrelaye;TAVERNY;4.956405609642434
13194;Mériel;TAVERNY;5.991025368335024
13195;Sarcelles;TAVERNY;11.881522339810656
13196;Luzarches;TAVERNY;17.354493573005623
13197;Magny-en-Vexin;TAVERNY;34.90184338005359
13198;Argenteuil;TAVERNY;8.932487552150778
13199;Cergy;TAVERNY;13.768509629531389
13200;Pontoise;TAVERNY;9.342483316173062
13201;Auvers-sur-Oise;TAVERNY;6.136792365832336
13202;Villiers-le-Bel;TAVERNY;12.188863479079362
13204;Bezons;TAVERNY;11.335442485195784
13205;Ermont;TAVERNY;4.640590124705284
13206;Eaubonne;TAVERNY;5.709392365968434
13207;Goussainville;TAVERNY;18.22815310197075
13208;Ézanville;TAVERNY;10.10587621631915
13209;Beaumont-sur-Oise;TAVERNY;13.583592217269834
13210;Fosses;TAVERNY;22.782152715271867
13211;Garges-lès-Gonesse;TAVERNY;14.248869146099924
13212;Vémars;TAVERNY;25.363414575755023
13213;Le Plessis-Bouchard;TAVERNY;2.855892165701375
13214;Arnouville;TAVERNY;14.942879749968418
13215;Courdimanche;TAVERNY;16.356454466658843
13216;Montmagny;TAVERNY;10.602491537452998
13217;Enghien-les-Bains;TAVERNY;8.752522722366962
13218;Sannois;TAVERNY;6.567168277695094
13219;Saint-Leu-la-Forêt;TAVERNY;1.8899651833508888
13220;La Frette-sur-Seine;TAVERNY;6.707011161512968
13222;Deuil-la-Barre;TAVERNY;9.469349075888466
13223;Gonesse;TAVERNY;17.12010892775652
13224;Marines;TAVERNY;21.91112726166318
13226;Montsoult;TAVERNY;8.086324503233524
13227;Osny;TAVERNY;12.598455437659135
13228;Beauchamp;TAVERNY;2.424963132486684
13229;Chaumontel;TAVERNY;18.35664125092143
13230;Écouen;TAVERNY;11.433139386754634
13231;Puiseux-en-France;TAVERNY;20.556509898559515
13232;Montlignon;TAVERNY;4.979119724789292
13234;Taverny;TAVERNY;0.0
13235;Montmorency;TAVERNY;8.158519643409576
13236;Herblay-sur-Seine;TAVERNY;5.845437427254458
13237;Margency;TAVERNY;5.470684984410802
13238;Saint-Brice-sous-Forêt;TAVERNY;10.256795732126056
13239;Menucourt;TAVERNY;17.63809471637984
13240;Frépillon;TAVERNY;3.112442894443697
13241;Éragny;TAVERNY;9.690042375509782
13427;Saint-Étienne-de-Fontbellon;PONTEILS ET BRESIS;38.48596061627738
13438;Vals-les-Bains;PONTEILS ET BRESIS;41.71961588408799
13440;Les Vans;PONTEILS ET BRESIS;12.50823922401581
13441;Villeneuve-de-Berg;PONTEILS ET BRESIS;44.786924997127024
13447;Aubenas;PONTEILS ET BRESIS;40.78200758865431
13947;Sanilhac;PONTEILS ET BRESIS;26.286055833798617
14198;Bagard;PONTEILS ET BRESIS;37.27759571395968
14200;Saint-Christol-lez-Alès;PONTEILS ET BRESIS;36.31586113227915
14202;Saint-Julien-les-Rosiers;PONTEILS ET BRESIS;27.618069855009782
14203;Saint-Hippolyte-du-Fort;PONTEILS ET BRESIS;49.72814897422136
14206;Saint-Hilaire-de-Brethmas;PONTEILS ET BRESIS;36.43679733162084
14208;Saint-Martin-de-Valgalgues;PONTEILS ET BRESIS;28.151637053192182
14210;Boisset-et-Gaujac;PONTEILS ET BRESIS;39.51264145274089
14217;Bessèges;PONTEILS ET BRESIS;16.169792723424013
14220;Salindres;PONTEILS ET BRESIS;30.062353599165945
14225;Saint-Ambroix;PONTEILS ET BRESIS;23.89651055961742
14228;Les Salles-du-Gardon;PONTEILS ET BRESIS;23.6001856917852
14235;Alès;PONTEILS ET BRESIS;32.10959554630424
14241;La Grand-Combe;PONTEILS ET BRESIS;21.886115616565
14242;Anduze;PONTEILS ET BRESIS;38.78530092077292
14249;Saint-Privat-des-Vieux;PONTEILS ET BRESIS;31.48818029501172
15203;Mende;PONTEILS ET BRESIS;39.929288414073135
15204;Langogne;PONTEILS ET BRESIS;37.20618718155042
16224;Prades;PONTEILS ET BRESIS;37.54746263131239
17722;Saint-Quentin;PERONNE;27.06735069390454
17726;Chauny;PERONNE;40.54179996105453
17728;Guise;PERONNE;49.81426943464339
17729;Bohain-en-Vermandois;PERONNE;37.931006875248
17731;La Fère;PERONNE;42.92995337406376
17732;Tergnier;PERONNE;39.85959970428077
17737;Beautor;PERONNE;42.79279391194488
17738;Fresnoy-le-Grand;PERONNE;34.59595836754155
17742;Gauchy;PERONNE;26.860958012964183
17744;Quessy;PERONNE;38.50797253655429
18048;Pont-l'Évêque;PERONNE;40.74308548536808
18075;Villers-Bocage;PERONNE;44.82341583697659
20085;Arleux;PERONNE;41.11881189116975
20089;Cambrai;PERONNE;34.91863144213244
20091;Douai;PERONNE;49.90239236784087
20093;Dechy;PERONNE;49.41232389699476
20107;Le Cateau-Cambrésis;PERONNE;47.78705941964169
20116;Iwuy;PERONNE;43.75620833160618
20118;Caudry;PERONNE;40.49008009519766
