;Malade;Etablissement;Distance
1898468;Arpajon-sur-Cère;AURILLAC;2.9925662435874267
1898470;Ytrac;AURILLAC;6.588737050610216
1898471;Aurillac;AURILLAC;0.0
1898569;Argentat-sur-Dordogne;AURILLAC;44.71415143932792
1898579;Argentat;AURILLAC;44.99551223325237
1899954;Figeac;AURILLAC;48.09094192657542
1899956;Saint-Céré;AURILLAC;44.09735638435391
1902213;Arpajon;AURILLAC;2.9925662435874267
1902500;Saint-Quentin;MAUREPAS;35.32625272787834
1902504;Chauny;MAUREPAS;49.53844621169556
1902507;Bohain-en-Vermandois;MAUREPAS;43.38798585522788
1902510;Tergnier;MAUREPAS;48.98487451019515
1902516;Fresnoy-le-Grand;MAUREPAS;40.83479859610053
1902520;Gauchy;MAUREPAS;35.42636776154681
1902522;Quessy;MAUREPAS;47.633205154039246
1902826;Pont-l'Évêque;MAUREPAS;48.451936152092834
1902853;Villers-Bocage;MAUREPAS;38.15547186012787
1904233;Gorges;MAUREPAS;49.67539150859166
1904862;Sin-le-Noble;MAUREPAS;45.62068727136182
1904863;Arleux;MAUREPAS;37.207992812361255
1904867;Cambrai;MAUREPAS;34.42971045351622
1904869;Douai;MAUREPAS;45.07361158520542
1904871;Dechy;MAUREPAS;45.21613234017764
1904893;Rœulx;MAUREPAS;49.43700307800988
1904894;Iwuy;MAUREPAS;43.21363447168563
1904896;Caudry;MAUREPAS;42.83004115546949
1904914;Waziers;MAUREPAS;47.61209182425295
1904916;Courchelettes;MAUREPAS;41.97726729572232
1904920;Monchecourt;MAUREPAS;43.63952309506931
1904922;Aniche;MAUREPAS;47.50586237906418
1904928;Escaudœuvres;MAUREPAS;37.509737558940856
1904945;Avesnes-les-Aubert;MAUREPAS;44.25704172174877
1904949;Masnières;MAUREPAS;29.15349227419521
1904964;Auby;MAUREPAS;49.44082804670335
1904968;Cuincy;MAUREPAS;45.75245414251847
1904972;Proville;MAUREPAS;31.73340306237609
1904973;Neuville-Saint-Rémy;MAUREPAS;34.31128730882874
1904974;Auberchicourt;MAUREPAS;46.83502646792112
1904982;Lallaing;MAUREPAS;49.61249881996567
1904984;Masny;MAUREPAS;47.30148344123404
1904986;Lambres-lez-Douai;MAUREPAS;43.32588866599161
1905001;Abscon;MAUREPAS;49.47722317603602
1905002;Flers-en-Escrebieux;MAUREPAS;47.76725337236872
1905018;Montigny-en-Ostrevent;MAUREPAS;48.05899860345102
1905030;Guesnain;MAUREPAS;45.34262379636757
1905044;Neuville-sur-Escaut;MAUREPAS;49.7117987077672
1905070;Noyon;MAUREPAS;46.880638950585485
1905122;Domfront;MAUREPAS;47.9189555740487
1905136;Drocourt;MAUREPAS;44.99470201899735
1905140;Saint-Laurent-Blangy;MAUREPAS;34.49824665061822
1905143;Noyelles-Godault;MAUREPAS;48.88272843165567
1905144;Beaurains;MAUREPAS;30.615122417926266
1905150;Sainte-Catherine;MAUREPAS;35.46287159360909
1905157;Angres;MAUREPAS;47.00169313162985
1905159;Sallaumines;MAUREPAS;47.81839404380336
1905160;Montigny-en-Gohelle;MAUREPAS;48.86804740221235
1905169;Arras;MAUREPAS;33.7899507585891
1905171;Lens;MAUREPAS;48.784343505024864
1905176;Liévin;MAUREPAS;48.53892435922277
1905177;Hénin-Beaumont;MAUREPAS;48.17761012489713
1905185;Éleu-dit-Leauwette;MAUREPAS;47.61251464420832
1905187;Achicourt;MAUREPAS;32.0706246698308
1905189;Bapaume;MAUREPAS;12.598125241484722
1905190;Vimy;MAUREPAS;42.63653198855662
1905195;Vitry-en-Artois;MAUREPAS;38.48786172078753
1905199;Avion;MAUREPAS;46.9397079172254
1905208;Saint-Nicolas;MAUREPAS;35.02142689274168
1905210;Méricourt;MAUREPAS;45.72212663076872
1905217;Noyelles-sous-Lens;MAUREPAS;48.98773825034196
1905221;Billy-Montigny;MAUREPAS;47.73913749640703
1905223;Fouquières-lès-Lens;MAUREPAS;49.06031208379167
1905227;Biache-Saint-Vaast;MAUREPAS;36.3569799228296
1905228;Brebières;MAUREPAS;40.50065773776641
1905229;Anzin-Saint-Aubin;MAUREPAS;36.60845386195364
1905239;Courcelles-lès-Lens;MAUREPAS;49.0695241246164
1905243;Dainville;MAUREPAS;33.47875077255792
1905249;Aix-Noulette;MAUREPAS;49.24395493072098
1905255;Souchez;MAUREPAS;45.17217372110017
1905262;Rouvroy;MAUREPAS;44.97213542766634
1905593;Dommartin;MAUREPAS;39.0368433506001
1905813;Bonneville;MAUREPAS;43.19138552526967
1906054;Rocquencourt;MAUREPAS;48.84888958216124
1906072;Maurepas;MAUREPAS;0.0
1906157;Doullens;MAUREPAS;40.64085534005326
1906158;Corbie;MAUREPAS;25.777497264606957
1906159;Montdidier;MAUREPAS;43.18209582939481
1906160;Rosières-en-Santerre;MAUREPAS;22.336471921634693
1906161;Moreuil;MAUREPAS;35.60699032288208
1906163;Ailly-sur-Somme;MAUREPAS;46.99938599970409
1906164;Ailly-sur-Noye;MAUREPAS;43.21800536386508
1906165;Albert;MAUREPAS;14.135087189562658
1906166;Amiens;MAUREPAS;40.943378393840426
1906167;Saleux;MAUREPAS;45.92477757197083
1906168;Ham;MAUREPAS;31.599906223708977
1906172;Péronne;MAUREPAS;9.126030882966216
1906173;Longueau;MAUREPAS;37.569207531610445
1906175;Rivery;MAUREPAS;38.95933882949416
1906176;Boves;MAUREPAS;36.2834373892286
1906177;Villers-Bretonneux;MAUREPAS;27.23568378775933
1906178;Camon;MAUREPAS;37.79644437413864
1906179;Roye;MAUREPAS;32.699797059385006
1906180;Salouël;MAUREPAS;45.38218193759313
1906190;Castres;MAUREPAS;34.79056590781492
1906368;Aubigny;MAUREPAS;27.961682144771096
1906839;Saint-Gratien;MAUREPAS;31.56737055954427
1908458;Saint-Geours-de-Maremne;ST JEAN DE LUZ;47.91796155409271
1908461;Labenne;ST JEAN DE LUZ;30.154319221169654
1908465;Capbreton;ST JEAN DE LUZ;33.81400767458624
1908466;Bénesse-Maremne;ST JEAN DE LUZ;36.67456921528412
1908467;Tarnos;ST JEAN DE LUZ;23.62306725419445
1908470;Seignosse;ST JEAN DE LUZ;40.89129039229177
1908473;Saint-Martin-de-Seignanx;ST JEAN DE LUZ;28.15750507244666
1908474;Soorts-Hossegor;ST JEAN DE LUZ;35.72688942034827
1908475;Soustons;ST JEAN DE LUZ;48.529014263719496
1908479;Peyrehorade;ST JEAN DE LUZ;48.33505485500291
1908481;Saint-Vincent-de-Tyrosse;ST JEAN DE LUZ;42.06593468350575
1908482;Tosse;ST JEAN DE LUZ;42.75706531468688
1909726;Biarritz;ST JEAN DE LUZ;12.942195893927884
1909727;Bayonne;ST JEAN DE LUZ;19.437039415644453
1909729;Hendaye;ST JEAN DE LUZ;8.327005650323686
1909730;Anglet;ST JEAN DE LUZ;15.93464027836495
1909739;Cambo-les-Bains;ST JEAN DE LUZ;21.543544241869625
1909740;Lahonce;ST JEAN DE LUZ;24.520805031662
1909741;Hasparren;ST JEAN DE LUZ;28.982170955049344
1909742;Saint-Pierre-d'Irube;ST JEAN DE LUZ;19.902331115037395
1909743;Arcangues;ST JEAN DE LUZ;12.725883593226785
1909747;Saint-Jean-de-Luz;ST JEAN DE LUZ;0.0
1909748;Ciboure;ST JEAN DE LUZ;0.4425853386191179
1909750;Saint-Pée-sur-Nivelle;ST JEAN DE LUZ;9.781897036938105
1909752;Ustaritz;ST JEAN DE LUZ;16.804252737591526
1909753;Sare;ST JEAN DE LUZ;10.693261396967229
1909754;Boucau;ST JEAN DE LUZ;20.89262513108116
1909757;Urrugne;ST JEAN DE LUZ;4.037272044389061
1909758;Briscous;ST JEAN DE LUZ;27.83075454751356
1909760;Ascain;ST JEAN DE LUZ;5.821049693008505
1909761;Urcuit;ST JEAN DE LUZ;28.571431496467763
1909762;Bassussarry;ST JEAN DE LUZ;13.701033904012016
1909763;Villefranque;ST JEAN DE LUZ;17.939901032036634
1909764;Mouguerre;ST JEAN DE LUZ;22.066588311715023
1909768;Bidart;ST JEAN DE LUZ;8.304939548581258
1913400;Nogent;BOURBONNE LES BAINS;31.24155057085705
1913401;Chaumont;BOURBONNE LES BAINS;48.72793669110432
1913402;Langres;BOURBONNE LES BAINS;32.668349240816454
1914470;Vesoul;BOURBONNE LES BAINS;47.82884970188223
1914473;Échenoz-la-Méline;BOURBONNE LES BAINS;48.73758930542957
1914475;Luxeuil-les-Bains;BOURBONNE LES BAINS;49.34975318461935
1914478;Saint-Loup-sur-Semouse;BOURBONNE LES BAINS;39.63927998958835
1914480;Port-sur-Saône;BOURBONNE LES BAINS;36.85566913823066
1914481;Fougerolles;BOURBONNE LES BAINS;49.85858624548837
1915327;Contrexéville;BOURBONNE LES BAINS;27.36416044993648
1915328;Mirecourt;BOURBONNE LES BAINS;47.76957139892196
1915347;Neufchâteau;BOURBONNE LES BAINS;44.8374105665935
1915352;Vittel;BOURBONNE LES BAINS;31.025265743882525
1915355;Xertigny;BOURBONNE LES BAINS;49.39574343439159
1915404;Ollainville;BOURBONNE LES BAINS;35.14427949316482
1916278;Nuits-Saint-Georges;CHALON SUR SAONE;39.240201998972665
1916281;Beaune;CHALON SUR SAONE;26.15611507256109
1916282;Gevrey-Chambertin;CHALON SUR SAONE;49.43490324439544
1917609;Gourdon;CHALON SUR SAONE;35.08002075949148
1917825;Azé;CHALON SUR SAONE;40.31256793318635
1918898;Chagny;CHALON SUR SAONE;15.543697094775426
1918900;Givry;CHALON SUR SAONE;8.377340855818886
1918903;Autun;CHALON SUR SAONE;45.81183634218989
1918904;Cluny;CHALON SUR SAONE;42.19992576176276
1918905;Chalon-sur-Saône;CHALON SUR SAONE;0.0
1918907;Le Creusot;CHALON SUR SAONE;32.35561169300946
1918908;Sanvignes-les-Mines;CHALON SUR SAONE;44.89095998175747
1918910;Montceau-les-Mines;CHALON SUR SAONE;39.45368016649522
1918911;Louhans;CHALON SUR SAONE;33.35485935677917
1918913;Tournus;CHALON SUR SAONE;25.66103882439076
1918915;Champforgeuil;CHALON SUR SAONE;3.7563758749691303
1918916;Châtenoy-le-Royal;CHALON SUR SAONE;2.9896908866845173
1918917;Sennecey-le-Grand;CHALON SUR SAONE;16.498567980538358
1918919;Blanzy;CHALON SUR SAONE;36.527233708971366
1918922;Ouroux-sur-Saône;CHALON SUR SAONE;10.719940279680117
1918923;Montchanin;CHALON SUR SAONE;29.53214743975903
1918924;Gergy;CHALON SUR SAONE;12.103713478684906
1919053;Passy;CHALON SUR SAONE;36.73198085394655
1920322;Mazères;LANGON;6.559722013687771
1920539;Mauriac;LANGON;27.34160737932948
1921213;Floirac;LANGON;37.9795523142309
1921215;Saint-Loubès;LANGON;42.92170530197051
1921218;Mérignac;LANGON;45.19821441331009
1921219;Langon;LANGON;0.0
1921220;Pessac;LANGON;41.46810659841449
1921221;Bazas;LANGON;13.698956916617222
1921225;Blanquefort;LANGON;49.90984084169318
1921226;Cubzac-les-Ponts;LANGON;49.34825507283411
1921228;Gradignan;LANGON;38.14337929051359
1921229;Lormont;LANGON;42.344127410960056
1921230;Villenave-d'Ornon;LANGON;34.94737404899435
1921233;Ambarès-et-Lagrave;LANGON;45.6930970501147
1921234;Bassens;LANGON;44.28074513397867
1921235;Belin-Béliet;LANGON;43.77708995593005
1921237;La Brède;LANGON;26.5486726273623
1921239;Bouliac;LANGON;35.501327819151115
1921240;La Réole;LANGON;16.936405580683367
1921241;Castillon-la-Bataille;LANGON;36.93524622174895
1921244;Saint-Quentin-de-Baron;LANGON;30.15634184101404
1921247;Saint-Denis-de-Pile;LANGON;48.88531429116088
1921248;Sainte-Eulalie;LANGON;43.242098237491184
1921249;Pineuilh;LANGON;48.36937301412453
1921251;Le Haillan;LANGON;49.19053365548705
1921252;Izon;LANGON;41.86868579896578
1921253;Bordeaux;LANGON;41.57228884575489
1921254;Libourne;LANGON;40.06483383282385
1921255;Camblanes-et-Meynac;LANGON;30.561277455866843
1921260;Sallebœuf;LANGON;34.425031714657315
1921261;Le Barp;LANGON;41.98894254430167
1921263;Bègles;LANGON;37.11564969547304
1921264;Le Bouscat;LANGON;44.6779216544683
1921265;Talence;LANGON;39.29978136603916
1921266;Créon;LANGON;25.96236922020352
1921268;Podensac;LANGON;13.969644850706368
1921270;Cadaujac;LANGON;31.843622922882613
1921271;Sainte-Foy-la-Grande;LANGON;48.487732800701565
1921272;Cestas;LANGON;40.553691615077874
1921273;Bruges;LANGON;46.83288817910541
1921274;Martillac;LANGON;29.56910534025221
1921275;Cadillac-sur-Garonne;LANGON;10.867273465154073
1921277;Carignan-de-Bordeaux;LANGON;34.13285735057322
1921279;Tresses;LANGON;37.20435964384114
1921280;Portets;LANGON;21.28242117973118
1921281;Yvrac;LANGON;40.2696786143374
1921283;Carbon-Blanc;LANGON;43.09913245266741
1921284;Canéjan;LANGON;39.87873668687512
1921285;Saint-Médard-d'Eyrans;LANGON;27.445715505194386
1921286;Fargues-Saint-Hilaire;LANGON;33.89403117755658
1921287;Pompignac;LANGON;36.380289337014034
1921288;Saucats;LANGON;29.916840796422488
1921289;Eysines;LANGON;48.82481058154524
1921290;Toulenne;LANGON;1.525123084428354
1921291;Salles;LANGON;49.53004566688937
1921292;Léognan;LANGON;34.24362702652425
1921294;Galgon;LANGON;48.71605268252861
1921295;Latresne;LANGON;32.55878929692556
1921296;Saint-Caprais-de-Bordeaux;LANGON;26.667449509546053
1921297;Saint-Sulpice-et-Cameyrac;LANGON;41.3524773843256
1921299;Saint-Selve;LANGON;22.784262444661177
1921301;Sadirac;LANGON;28.49754415810468
1921303;Artigues-près-Bordeaux;LANGON;39.3268061823473
1921311;La Lande-de-Fronsac;LANGON;48.540128630021385
1921314;Vayres;LANGON;38.75232870411862
1921316;Montussan;LANGON;39.31443267222781
1921317;Cenon;LANGON;40.196145920992784
1921722;Saint-Vincent-de-Paul;LANGON;48.07441864395974
1921741;Saint-Aignan;LANGON;44.17558129480837
1922032;Marmande;LANGON;32.955281675977325
1922037;Casteljaloux;LANGON;37.46946063848537
1922038;Miramont-de-Guyenne;LANGON;48.20018687492279
1922039;Pujols;LANGON;33.02224682051869
1922043;Sainte-Bazeille;LANGON;26.918338425458675
1922047;Tonneins;LANGON;47.53487225830568
1923055;Saint-Hippolyte;LANGON;36.53811906018344
1924618;Sainte-Tulle;BRIGNOLES;48.57171615724428
1924628;Gréoux-les-Bains;BRIGNOLES;41.6365710751122
1924629;Valensole;BRIGNOLES;48.3847960076533
1924798;Saint-Savournin;BRIGNOLES;43.17280856010986
1924800;Roquefort-la-Bédoule;BRIGNOLES;41.92463004015495
1924801;Fuveau;BRIGNOLES;40.77703562442736
1924802;Meyreuil;BRIGNOLES;46.5908648687218
1924806;Meyrargues;BRIGNOLES;49.9570269554544
1924807;Gréasque;BRIGNOLES;41.95004034507933
1924821;Aubagne;BRIGNOLES;41.70257451135562
1924825;La Ciotat;BRIGNOLES;44.89866297552484
1924831;Cassis;BRIGNOLES;47.34596300136654
1924834;Gémenos;BRIGNOLES;37.02908852036551
1924838;Allauch;BRIGNOLES;47.417803011339785
1924841;Gardanne;BRIGNOLES;48.00160589613879
1924843;Auriol;BRIGNOLES;35.14107662488768
1924847;La Bouilladisse;BRIGNOLES;37.68583471207912
1924851;La Penne-sur-Huveaune;BRIGNOLES;46.32371728127542
1924859;Ceyreste;BRIGNOLES;40.06902220318065
1924861;Cuges-les-Pins;BRIGNOLES;32.5981685708024
1924863;La Destrousse;BRIGNOLES;36.98036545180102
1924868;Plan-de-Cuques;BRIGNOLES;48.94443555077373
1924869;Peynier;BRIGNOLES;34.323294623649176
1924870;Carnoux-en-Provence;BRIGNOLES;43.37446272912591
1924873;Trets;BRIGNOLES;30.73594279788594
1924876;Peyrolles-en-Provence;BRIGNOLES;46.88529218548619
1924877;Peypin;BRIGNOLES;39.17014371588935
1924884;Mimet;BRIGNOLES;45.0221678375679
1924885;Jouques;BRIGNOLES;42.78306311778024
1924886;Roquevaire;BRIGNOLES;37.47511866710176
1928294;Rocbaron;BRIGNOLES;11.634039845824065
1928295;Solliès-Pont;BRIGNOLES;24.05603247919608
1928297;Le Luc;BRIGNOLES;20.34145453461271
1928299;La Farlède;BRIGNOLES;27.476976176671133
1928301;Le Muy;BRIGNOLES;41.365650494004846
1928303;Trans-en-Provence;BRIGNOLES;35.983853861877705
1928304;Pignans;BRIGNOLES;17.839430406913216
1928305;Néoules;BRIGNOLES;11.31292372167931
1928307;Saint-Zacharie;BRIGNOLES;28.685710212062546
1928308;Tourves;BRIGNOLES;11.093487758543398
1928309;Le Revest-les-Eaux;BRIGNOLES;27.809356208494084
1928310;Bras;BRIGNOLES;11.376579177643505
1928311;Carqueiranne;BRIGNOLES;35.09554045486548
1928312;Pierrefeu-du-Var;BRIGNOLES;20.98452232026325
1928313;Le Val;BRIGNOLES;3.7497526506729
1928314;La Cadière-d'Azur;BRIGNOLES;34.1087311535355
1928315;Pourrières;BRIGNOLES;28.547483070018888
1928316;Ollioules;BRIGNOLES;34.31874980027657
1928317;Salernes;BRIGNOLES;22.296499342568893
1928318;Flassans-sur-Issole;BRIGNOLES;13.024054960677448
1928319;Le Thoronet;BRIGNOLES;20.092255896350405
1928320;Saint-Maximin-la-Sainte-Baume;BRIGNOLES;16.883250106292
1928321;Flayosc;BRIGNOLES;30.629141339830174
1928322;Saint-Mandrier-sur-Mer;BRIGNOLES;38.326844741968806
1928323;Figanières;BRIGNOLES;39.61737902182868
1928324;Saint-Tropez;BRIGNOLES;49.11939812331022
1928325;Toulon;BRIGNOLES;32.970430478061786
1928326;La Croix-Valmer;BRIGNOLES;46.51059891846035
1928327;Vidauban;BRIGNOLES;29.95739661137112
1928328;Hyères;BRIGNOLES;32.302081090280765
1928329;Draguignan;BRIGNOLES;35.49395271276
1928331;Brignoles;BRIGNOLES;0.0
1928332;La Seyne-sur-Mer;BRIGNOLES;37.07135973400965
1928334;Vinon-sur-Verdon;BRIGNOLES;40.65740128633304
1928337;La Londe-les-Maures;BRIGNOLES;32.98940028918035
1928338;La Valette-du-Var;BRIGNOLES;30.5319825238956
1928339;Six-Fours-les-Plages;BRIGNOLES;39.176287416946174
1928341;Garéoult;BRIGNOLES;8.669302216981945
1928342;Bandol;BRIGNOLES;39.15148011111925
1928343;Roquebrune-sur-Argens;BRIGNOLES;46.5942012143552
1928344;Cavalaire-sur-Mer;BRIGNOLES;46.11569391252898
1928345;Cuers;BRIGNOLES;18.83905500393278
1928346;Nans-les-Pins;BRIGNOLES;22.735313140081583
1928347;Gonfaron;BRIGNOLES;20.802152205882606
1928348;Le Pradet;BRIGNOLES;33.806304803835154
1928349;Les Arcs;BRIGNOLES;34.24972454719721
1928350;La Crau;BRIGNOLES;28.564508048718608
1928351;Cogolin;BRIGNOLES;42.1716531126892
1928352;Barjols;BRIGNOLES;17.46139014652925
1928353;Saint-Cyr-sur-Mer;BRIGNOLES;37.83287789048512
1928354;Sanary-sur-Mer;BRIGNOLES;38.42524898591936
1928356;Carcès;BRIGNOLES;12.458625129683726
1928359;Besse-sur-Issole;BRIGNOLES;11.275847847875186
1928360;Le Cannet-des-Maures;BRIGNOLES;22.720398280156303
1928362;Le Beausset;BRIGNOLES;31.285071939109123
1928363;Sainte-Maxime;BRIGNOLES;47.82488641325622
1928364;Carnoules;BRIGNOLES;15.52670321691801
1928365;Forcalqueiret;BRIGNOLES;7.825617660570596
1928366;Lorgues;BRIGNOLES;25.93913644992838
1928367;Bormes-les-Mimosas;BRIGNOLES;36.38004314041214
1928368;Régusse;BRIGNOLES;28.23090197915566
1928369;Le Lavandou;BRIGNOLES;38.8871876871176
1928370;Grimaud;BRIGNOLES;40.06807778667304
1928371;Gassin;BRIGNOLES;46.73902198856323
1928372;Signes;BRIGNOLES;20.5288933228118
1928373;Solliès-Ville;BRIGNOLES;24.997247230909856
1928374;Solliès-Toucas;BRIGNOLES;22.499787825015424
1928375;Le Plan-de-la-Tour;BRIGNOLES;39.82380429872366
1928376;Puget-Ville;BRIGNOLES;14.876511610679476
1930799;Malesherbes;LA ROCHETTE;31.176000372164765
1930800;Puiseaux;LA ROCHETTE;36.253971195686646
1930806;Dordives;LA ROCHETTE;40.6173369867765
1930807;Le Malesherbois;LA ROCHETTE;33.75315291558925
1930812;Pithiviers;LA ROCHETTE;47.575528585918896
1930825;Ferrières-en-Gâtinais;LA ROCHETTE;46.81137843446541
1932241;La Rochette;LA ROCHETTE;0.0
1932407;Mouroux;LA ROCHETTE;44.70503352783881
1932409;Lognes;LA ROCHETTE;37.19537329440052
1932410;La Grande-Paroisse;LA ROCHETTE;21.94778217379354
1932412;Souppes-sur-Loing;LA ROCHETTE;35.814924125574606
1932413;Nangis;LA ROCHETTE;26.417525161997013
1932414;Émerainville;LA ROCHETTE;34.281944557284945
1932416;Saint-Fargeau-Ponthierry;LA ROCHETTE;10.58441159252332
1932417;Héricy;LA ROCHETTE;9.681073080800434
1932419;Chartrettes;LA ROCHETTE;3.3179733835978573
1932420;Champagne-sur-Seine;LA ROCHETTE;15.975126117402642
1932421;Bourron-Marlotte;LA ROCHETTE;18.46746274651974
1932423;Serris;LA ROCHETTE;40.18450226988815
1932424;Ozoir-la-Ferrière;LA ROCHETTE;28.650031134480976
1932425;Combs-la-Ville;LA ROCHETTE;19.216855778306748
1932426;Annet-sur-Marne;LA ROCHETTE;47.08756332885465
1932427;Évry-Grégy-sur-Yerre;LA ROCHETTE;16.967280002875782
1932428;Nemours;LA ROCHETTE;26.40381614983585
1932429;Savigny-le-Temple;LA ROCHETTE;11.854877813043236
1932430;Avon;LA ROCHETTE;11.86936395420711
1932431;Coupvray;LA ROCHETTE;43.373591687174304
1932432;Grisy-Suisnes;LA ROCHETTE;20.088414819724484
1932433;Gretz-Armainvilliers;LA ROCHETTE;26.84431829861342
1932435;Crécy-la-Chapelle;LA ROCHETTE;43.23293422473286
1932436;Moissy-Cramayel;LA ROCHETTE;14.565358306620151
1932437;Moret-sur-Loing;LA ROCHETTE;19.23029928769892
1932438;Fontenay-Trésigny;LA ROCHETTE;27.554093506789822
1932439;Château-Landon;LA ROCHETTE;39.500201874145134
1932440;Lésigny;LA ROCHETTE;26.8785614789109
1932441;Thorigny-sur-Marne;LA ROCHETTE;42.36957496653707
1932442;Vert-Saint-Denis;LA ROCHETTE;7.492310992703035
1932443;Thomery;LA ROCHETTE;13.912772714824674
1932446;Noisiel;LA ROCHETTE;38.07364261322566
1932447;Rubelles;LA ROCHETTE;6.230338266305783
1932448;Esbly;LA ROCHETTE;45.44100980545159
1932450;Pomponne;LA ROCHETTE;41.98453420052499
1932451;Guérard;LA ROCHETTE;41.61432580417724
1932453;Roissy-en-Brie;LA ROCHETTE;31.79379880919102
1932454;Le Mée-sur-Seine;LA ROCHETTE;4.3227521078462665
1932455;Chessy;LA ROCHETTE;42.41816409318202
1932456;Varennes-sur-Seine;LA ROCHETTE;24.30766511777584
1932457;Lagny-sur-Marne;LA ROCHETTE;41.57160256139269
1932458;Melun;LA ROCHETTE;3.941863818714659
1932459;Fontainebleau;LA ROCHETTE;11.432982247935806
1932460;Provins;LA ROCHETTE;47.23292568311126
1932462;Cesson;LA ROCHETTE;7.844153255744593
1932463;Montereau-Fault-Yonne;LA ROCHETTE;25.359724245560685
1932464;Champs-sur-Marne;LA ROCHETTE;38.96772693447286
1932465;Vaux-le-Pénil;LA ROCHETTE;2.7761501547314453
1932466;Donnemarie-Dontilly;LA ROCHETTE;34.44754114900447
1932469;Guignes;LA ROCHETTE;17.52821924978933
1932470;Dammarie-les-Lys;LA ROCHETTE;2.3873912628482548
1932471;Vernou-la-Celle-sur-Seine;LA ROCHETTE;18.697809568493867
1932472;Brie-Comte-Robert;LA ROCHETTE;20.954087604695303
1932473;Bailly-Romainvilliers;LA ROCHETTE;39.80041553239313
1932475;Brou-sur-Chantereine;LA ROCHETTE;42.45871802053451
1932476;Coulommiers;LA ROCHETTE;46.1351438940326
1932477;Pommeuse;LA ROCHETTE;43.26923842349904
1932478;Tournan-en-Brie;LA ROCHETTE;27.266661376196936
1932479;Bussy-Saint-Georges;LA ROCHETTE;37.72699634955309
1932481;Nandy;LA ROCHETTE;11.22637405650039
1932482;Claye-Souilly;LA ROCHETTE;49.13735552170811
1932483;Le Châtelet-en-Brie;LA ROCHETTE;9.575641513427232
1932484;Collégien;LA ROCHETTE;36.89192162575892
1932485;Boissise-le-Roi;LA ROCHETTE;7.067470877565945
1932486;Boissy-le-Châtel;LA ROCHETTE;49.46348511738871
1932489;Verneuil-l'Étang;LA ROCHETTE;20.163101176447285
1932490;Ferrières-en-Brie;LA ROCHETTE;35.36828507615511
1932491;Veneux-les-Sablons;LA ROCHETTE;16.842993717567044
1932492;Faremoutiers;LA ROCHETTE;41.10554287119116
1932493;Saint-Pierre-lès-Nemours;LA ROCHETTE;26.833928309389137
1932494;Montévrain;LA ROCHETTE;41.57620597507662
1932495;Villeparisis;LA ROCHETTE;48.46597623437604
1932496;Chanteloup-en-Brie;LA ROCHETTE;39.44118383199577
1932498;Magny-le-Hongre;LA ROCHETTE;41.38061168559042
1932499;Vulaines-sur-Seine;LA ROCHETTE;11.067121263804962
1932500;Courtry;LA ROCHETTE;45.94840719825495
1932501;Dampmart;LA ROCHETTE;42.66783010425453
1932502;Chevry-Cossigny;LA ROCHETTE;24.456602029264943
1932503;Vaires-sur-Marne;LA ROCHETTE;41.04144977840387
1932504;Pontault-Combault;LA ROCHETTE;33.21578082947001
1932505;Saint-Germain-sur-Morin;LA ROCHETTE;44.2971057698752
1932506;Chaumes-en-Brie;LA ROCHETTE;22.17950170752267
1932508;Rozay-en-Brie;LA ROCHETTE;29.84133436254533
1932509;Saint-Mammès;LA ROCHETTE;16.72300538876561
1932510;Quincy-Voisins;LA ROCHETTE;46.71431746318412
1932511;Saint-Thibault-des-Vignes;LA ROCHETTE;40.50262746827672
1932512;Saint-Germain-Laval;LA ROCHETTE;26.763573470727945
1932515;Mormant;LA ROCHETTE;20.23454751785285
1932516;Montry;LA ROCHETTE;44.28220662441917
1932517;Montigny-sur-Loing;LA ROCHETTE;19.5345531863398
1932518;Mareuil-lès-Meaux;LA ROCHETTE;49.20143193407587
1932519;Orvanne;LA ROCHETTE;18.471322112294686
1932520;Moret Loing et Orvanne;LA ROCHETTE;18.471322112294686
1932521;Moret-Loing-et-Orvanne;LA ROCHETTE;18.471322112294686
1932533;Saint-Rémy-lès-Chevreuse;LA ROCHETTE;48.91616737999619
1932547;Magny-les-Hameaux;LA ROCHETTE;49.06452085767031
1932550;Viroflay;LA ROCHETTE;48.69743108159169
1932591;Jouy-en-Josas;LA ROCHETTE;46.44184465964982
1932592;Vélizy-Villacoublay;LA ROCHETTE;46.39052340049184
1933019;Pont-sur-Yonne;LA ROCHETTE;46.836484679424885
1933020;Villeneuve-la-Guyard;LA ROCHETTE;34.96523410741829
1933044;Itteville;LA ROCHETTE;23.67711351004597
1933045;Palaiseau;LA ROCHETTE;38.56511689763064
1933046;Étampes;LA ROCHETTE;37.780652898022005
1933047;Corbeil-Essonnes;LA ROCHETTE;18.034432602527104
1933048;Gif-sur-Yvette;LA ROCHETTE;44.621492994671215
1933049;Brunoy;LA ROCHETTE;24.460795987207003
1933050;Les Ulis;LA ROCHETTE;41.24891502923624
1933051;Longjumeau;LA ROCHETTE;34.29791601743052
1933052;Sainte-Geneviève-des-Bois;LA ROCHETTE;29.05789189670008
1933054;Draveil;LA ROCHETTE;27.457408778896934
1933055;Montgeron;LA ROCHETTE;26.70168048546394
1933056;Savigny-sur-Orge;LA ROCHETTE;30.36772042441821
1933057;Athis-Mons;LA ROCHETTE;30.278809012626567
1933058;Forges-les-Bains;LA ROCHETTE;43.69916915911713
1933059;Chilly-Mazarin;LA ROCHETTE;33.9061718972501
1933061;Longpont-sur-Orge;LA ROCHETTE;31.31589177295033
